loss,accuracy,val_loss,val_accuracy
0.7100738883018494,0.7677500247955322,0.3414214849472046,0.875
0.3021469712257385,0.8983749747276306,0.366732656955719,0.8671875
0.20530197024345398,0.9286249876022339,0.34890124201774597,0.90625
0.17255468666553497,0.9409999847412109,0.33354607224464417,0.88671875
0.15190809965133667,0.9462500214576721,0.2740733027458191,0.9296875
0.12181950360536575,0.9564999938011169,0.3660222291946411,0.890625
0.11558187752962112,0.9611250162124634,0.29307371377944946,0.92578125
0.10438547283411026,0.9636250138282776,0.17800435423851013,0.9375
0.09333460032939911,0.9671249985694885,0.4277452826499939,0.89453125
0.08832751959562302,0.9696249961853027,0.4119606912136078,0.89453125
0.07459668815135956,0.9754999876022339,0.35671406984329224,0.90234375
0.07427909970283508,0.9738749861717224,0.24819369614124298,0.9140625
0.06259099394083023,0.9788749814033508,0.19485603272914886,0.9296875
0.06393764913082123,0.9775000214576721,0.27541083097457886,0.92578125
0.07123656570911407,0.9757500290870667,0.3082665503025055,0.9375
0.059955719858407974,0.9798750281333923,0.28989896178245544,0.91796875
0.046161457896232605,0.9851250052452087,0.26254236698150635,0.94140625
0.0519619882106781,0.9823750257492065,0.3060246706008911,0.921875
0.06227077171206474,0.9787499904632568,0.25033730268478394,0.9296875
0.06013168767094612,0.9804999828338623,0.3436357378959656,0.90625
0.04600270092487335,0.9825000166893005,0.29267647862434387,0.92578125
0.044682495296001434,0.984375,0.20384438335895538,0.93359375
0.049963392317295074,0.984749972820282,0.20278215408325195,0.93359375
0.044020283967256546,0.984250009059906,0.12978671491146088,0.96484375
0.04648321866989136,0.9852499961853027,0.32803842425346375,0.94921875
0.03868429735302925,0.9868749976158142,0.2692076563835144,0.94140625
0.0397057831287384,0.9866250157356262,0.36170873045921326,0.9296875
0.054751500487327576,0.981124997138977,0.3741939663887024,0.9140625
0.03253769129514694,0.9883750081062317,0.27862873673439026,0.9375
0.03641923889517784,0.9879999756813049,0.34522685408592224,0.9453125
0.047692447900772095,0.9854999780654907,0.27396589517593384,0.9296875
0.03860896825790405,0.9868749976158142,0.35867053270339966,0.921875
0.027806859463453293,0.9916250109672546,0.38118723034858704,0.921875
0.037126630544662476,0.9879999756813049,0.15407414734363556,0.94921875
0.03670854493975639,0.9878749847412109,0.20857292413711548,0.96484375
0.03158287703990936,0.9881250262260437,0.31227368116378784,0.9140625
0.03388737142086029,0.9901250004768372,0.3859884440898895,0.93359375
0.03378277271986008,0.9886249899864197,0.2840348482131958,0.93359375
0.0399668850004673,0.9871249794960022,0.22937558591365814,0.9609375
0.02941138483583927,0.9907500147819519,0.5068784356117249,0.890625
0.03567511960864067,0.9878749847412109,0.37276193499565125,0.91796875
0.04266132041811943,0.9867500066757202,0.45259687304496765,0.921875
0.034722521901130676,0.9884999990463257,0.2561061680316925,0.94140625
0.028725964948534966,0.9909999966621399,0.26963913440704346,0.9375
0.03278201445937157,0.9887499809265137,0.33181408047676086,0.94140625
0.02735109068453312,0.9911249876022339,0.3716866374015808,0.9140625
0.03614078834652901,0.9891250133514404,0.3459945321083069,0.93359375
0.026051700115203857,0.9906250238418579,0.3845765292644501,0.93359375
0.030174115672707558,0.9891250133514404,0.4148756265640259,0.90625
0.02653324045240879,0.9912499785423279,0.1930425763130188,0.953125
